time	playerXPos	playerZPos	playerAngle	door1Angle	door2Angle	door3Angle	printTimeEntered	printTimeExited	AngleDifference	TimeUntilHit
21.79	-0.2381798	-1.983984	96.845668038686	201.8169	321.8169	81.81689	20.92103	exit undefined	104.971211233775	4.77141869244431
21.9	-0.2372787	-1.988026	96.8062787883892	199.3516	319.3516	79.35156	20.92103	21.89802	102.5452989704	4.66114995319999
22.01	-0.235473	-1.991038	96.7448386365709	196.904	316.904	76.90396	20.92103	21.89802	100.15912254507	4.55268738841226
22.12	-0.233422	-1.993116	96.6797189269838	194.4602	314.4602	74.46021	20.92103	21.89802	97.7805014099303	4.44456824590592
22.22	-0.2314418	-1.99383	96.6212058819169	192.2336	312.2336	72.23358	20.92103	21.89802	95.6123909198409	4.34601776908368
22.33	-0.229391	-1.993811	96.5631138618155	189.8578	309.8578	69.85779	20.92103	21.89802	93.2946894829111	4.24066770376869
22.44	-0.2279053	-1.993062	96.5233999754313	187.4197	307.4197	67.41968	20.92103	21.89802	90.8962777589437	4.13164898904289
22.55	-0.227465	-1.991724	96.5152416460087	184.9523	304.9523	64.95233	20.92103	21.89802	88.43708989696	4.01986772258909
22.66	-0.2283387	-1.989827	96.5462329267669	182.5255	302.5255	62.52554	20.92103	21.89802	85.9793102861237	3.90815046755108
22.77	-0.2298135	-1.98776	96.5949341251937	180.0675	300.0675	60.0675	20.92103	21.89802	83.4725860164078	3.79420845529126
22.89	-0.2318567	-1.986307	96.6578687083156	177.6149	297.6149	57.61493	22.88605	exit undefined	80.9570604909031	3.67986638595014
23	-0.2339547	-1.985233	96.7211628747359	175.1481	295.1481	55.14813	22.88605	exit undefined	78.4269541906938	3.56486155412244
23.11	-0.23602	-1.984151	96.7836114057669	172.7251	292.7251	52.72507	22.88605	exit undefined	75.941455732905	3.45188435149568
23.22	-0.2377105	-1.983109	96.835295875131	170.2755	290.2755	50.27551	22.88605	exit undefined	73.4402168201815	3.33819167364461
23.33	-0.2390552	-1.982575	96.875427154122	167.8176	287.8176	47.81757	22.88605	exit undefined	70.9421540226358	3.22464336466526
23.44	-0.2402213	-1.98285	96.9076929977703	165.3391	285.3391	45.33911	22.88605	exit undefined	68.4314030715656	3.1105183214348
23.56	-0.2414967	-1.983316	96.9423948034446	162.8464	282.8464	42.84637	22.88605	exit undefined	65.9039949670632	2.99563613486651
23.67	-0.2426205	-1.983719	96.9729788845073	160.4094	280.4094	40.40942	22.88605	exit undefined	63.4364449436177	2.88347477016444
23.78	-0.2431161	-1.983147	96.9890791537707	157.9777	277.9777	37.97769	22.88605	exit undefined	60.9886124966199	2.77220965893727
23.89	-0.2441441	-1.981494	97.024135409084	155.5484	275.5485	35.54846	22.88605	exit undefined	58.5243112461894	2.66019596573588
24	-0.2458296	-1.980008	97.0773918279881	153.0722	273.0722	33.0722	22.88605	exit undefined	55.9947975030666	2.54521806832121
24.11	-0.2467889	-1.978368	97.110555464066	150.6241	270.6241	30.62408	22.88605	exit undefined	53.5135442673793	2.43243383033542
24.23	-0.2470702	-1.976317	97.1258903120074	148.1483	268.1483	28.14832	22.88605	exit undefined	51.0224403764691	2.31920183529405
24.34	-0.2471668	-1.974224	97.1361282255204	145.7003	265.7003	25.70026	22.88605	exit undefined	48.5641433809249	2.20746106276932
24.45	-0.2465622	-1.972433	97.1252472009313	143.2677	263.2676	23.26764	22.88605	exit undefined	46.142407218014	2.09738214627337
